Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN33090,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,11,28,Corporate,1,0,2,79,0,Not_Canceled
INN00801,1,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,9,28,Corporate,1,3,17,65,0,Not_Canceled
INN07112,2,0,1,3,Meal Plan 1,0,Room_Type 1,43,2018,12,8,Online,0,0,0,88.4,1,Not_Canceled
INN29033,2,0,1,1,Not Selected,0,Room_Type 1,231,2018,8,27,Online,0,0,0,94.5,0,Canceled
INN03890,2,0,2,2,Not Selected,0,Room_Type 1,56,2018,12,16,Online,0,0,0,67.32,0,Canceled
INN22746,2,0,1,2,Meal Plan 1,0,Room_Type 1,160,2018,8,22,Online,0,0,0,114.5,0,Canceled
INN23949,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80,0,Not_Canceled
INN18006,2,0,0,2,Not Selected,0,Room_Type 1,93,2018,7,12,Online,0,0,0,94.5,1,Not_Canceled
INN27174,2,0,2,3,Meal Plan 1,0,Room_Type 1,359,2018,10,14,Offline,0,0,0,78,1,Not_Canceled
INN34752,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
INN29885,3,0,1,3,Meal Plan 1,0,Room_Type 4,64,2018,4,4,Online,0,0,0,130.05,3,Not_Canceled
INN24312,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,0,Canceled
INN09462,3,0,0,2,Meal Plan 1,0,Room_Type 4,21,2018,12,30,Online,0,0,0,375.5,0,Not_Canceled
INN10511,2,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,8,30,Online,0,0,0,122,2,Not_Canceled
INN29829,2,1,1,5,Meal Plan 1,0,Room_Type 1,98,2018,7,4,Online,0,0,0,130.5,0,Canceled
INN03701,1,0,2,2,Meal Plan 1,0,Room_Type 1,4,2018,5,15,Corporate,0,0,0,98.32,0,Not_Canceled
INN19535,2,0,1,3,Not Selected,0,Room_Type 1,205,2018,8,4,Online,0,0,0,80.75,0,Canceled
INN06651,2,0,0,4,Meal Plan 1,0,Room_Type 1,84,2018,4,27,Online,0,0,0,105.4,1,Not_Canceled
INN18638,2,0,0,3,Meal Plan 1,0,Room_Type 1,29,2018,5,31,Online,0,0,0,82.61,1,Not_Canceled
INN28479,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,4,7,Aviation,0,0,0,95,0,Not_Canceled
INN12951,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Offline,0,0,0,52,0,Canceled
INN04029,2,0,1,3,Meal Plan 1,0,Room_Type 1,114,2018,7,11,Online,0,0,0,81.26,0,Not_Canceled
INN03445,2,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,3,1,Online,0,0,0,106.4,1,Canceled
INN02813,2,0,0,1,Meal Plan 1,0,Room_Type 1,59,2018,8,11,Online,0,0,0,144.9,1,Not_Canceled
INN07578,2,0,1,4,Meal Plan 1,0,Room_Type 5,54,2018,3,28,Online,0,0,0,95.36,0,Not_Canceled
INN13592,2,2,0,1,Meal Plan 1,0,Room_Type 6,3,2018,6,11,Online,0,0,0,160.8,0,Not_Canceled
INN05254,1,0,0,2,Meal Plan 1,0,Room_Type 1,53,2018,10,5,Online,0,0,0,113.4,2,Not_Canceled
INN26993,1,0,1,2,Meal Plan 1,0,Room_Type 4,56,2018,5,27,Online,0,0,0,140.4,0,Canceled
INN06672,3,0,0,1,Meal Plan 1,0,Room_Type 1,182,2018,7,28,Online,0,0,0,128.7,2,Canceled
INN32381,1,0,0,1,Meal Plan 1,0,Room_Type 5,0,2018,9,8,Complementary,1,0,29,0,4,Not_Canceled
INN31402,2,2,1,5,Meal Plan 1,0,Room_Type 6,48,2018,9,6,Online,0,0,0,195.3,2,Not_Canceled
INN03160,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89,0,Canceled
INN34762,3,0,1,3,Meal Plan 1,0,Room_Type 4,141,2018,8,22,Online,0,0,0,135.45,0,Not_Canceled
INN28480,2,0,2,2,Not Selected,0,Room_Type 1,45,2018,5,21,Online,0,0,0,116.1,1,Not_Canceled
INN34618,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116,0,Not_Canceled
INN21412,2,0,1,0,Not Selected,0,Room_Type 1,3,2018,4,17,Online,0,0,0,89,0,Not_Canceled
INN27285,2,0,2,0,Not Selected,1,Room_Type 1,54,2017,12,27,Online,0,0,0,85.5,1,Not_Canceled
INN20378,2,0,0,2,Meal Plan 1,0,Room_Type 1,36,2018,4,12,Online,0,0,0,81.08,1,Not_Canceled
INN06726,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Online,0,0,0,115,1,Canceled
INN26455,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,12,9,Corporate,0,0,0,65,0,Not_Canceled
INN20854,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75,0,Canceled
INN24985,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,1,29,Online,0,0,0,101,1,Not_Canceled
INN28434,2,0,0,1,Meal Plan 1,0,Room_Type 1,19,2017,9,19,Online,0,0,0,124,2,Not_Canceled
INN31386,2,0,2,3,Not Selected,0,Room_Type 1,28,2018,12,4,Online,0,0,0,74.8,1,Not_Canceled
INN15750,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,10,13,Online,0,0,0,155,1,Not_Canceled
INN32879,1,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,80.75,0,Canceled
INN08913,2,0,0,2,Meal Plan 1,0,Room_Type 1,225,2018,8,12,Online,0,0,0,96.3,0,Canceled
INN26240,2,0,1,2,Meal Plan 1,0,Room_Type 4,31,2017,10,26,Offline,0,0,0,81,1,Not_Canceled
INN33842,2,2,0,1,Meal Plan 1,0,Room_Type 6,222,2018,10,29,Online,0,0,0,168.3,0,Canceled
INN07019,2,0,2,3,Meal Plan 1,0,Room_Type 2,285,2018,10,16,Online,0,0,0,81.81,0,Canceled
INN33125,1,0,2,2,Meal Plan 1,0,Room_Type 1,124,2018,11,6,Online,0,0,0,146.03,3,Not_Canceled
INN11684,0,2,0,1,Meal Plan 1,0,Room_Type 2,65,2018,8,4,Online,0,0,0,127.38,1,Not_Canceled
INN32350,2,0,1,1,Meal Plan 1,0,Room_Type 1,75,2017,7,6,Online,0,0,0,76.5,1,Canceled
INN31125,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2017,8,28,Corporate,1,1,2,65,0,Not_Canceled
INN35189,2,1,2,1,Not Selected,0,Room_Type 1,126,2018,8,6,Online,0,0,0,93.17,1,Not_Canceled
INN31134,2,0,2,1,Meal Plan 2,0,Room_Type 1,5,2017,8,15,Offline,0,0,0,47.25,0,Not_Canceled
INN32518,3,0,2,3,Meal Plan 1,0,Room_Type 1,44,2018,4,10,Online,0,0,0,131.58,0,Canceled
INN26828,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109,0,Canceled
INN26868,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,3,12,Online,0,0,0,97,1,Not_Canceled
INN15230,3,0,0,1,Meal Plan 1,0,Room_Type 4,60,2018,7,15,Online,0,0,0,137.7,1,Canceled
INN11115,2,0,2,2,Meal Plan 1,0,Room_Type 1,8,2018,11,11,Online,0,0,0,86.72,1,Not_Canceled
INN27506,2,0,0,3,Not Selected,0,Room_Type 1,27,2018,11,2,Online,0,0,0,100,1,Not_Canceled
INN05996,1,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,3,29,Online,0,0,0,128.33,1,Not_Canceled
INN29559,1,0,1,2,Meal Plan 1,0,Room_Type 1,91,2018,9,30,Offline,0,0,0,75,0,Not_Canceled
INN25260,2,0,0,2,Meal Plan 1,0,Room_Type 1,56,2018,11,25,Online,0,0,0,93.6,1,Canceled
INN29614,2,0,1,1,Not Selected,0,Room_Type 1,89,2018,11,19,Online,0,0,0,79.2,3,Not_Canceled
INN30193,3,0,2,5,Meal Plan 2,0,Room_Type 4,60,2018,9,6,Online,0,0,0,167.04,0,Not_Canceled
INN27364,2,0,2,3,Meal Plan 1,1,Room_Type 4,45,2018,5,12,Online,0,0,0,149.4,0,Not_Canceled
INN27239,2,0,2,2,Not Selected,0,Room_Type 1,213,2018,10,1,Online,0,0,0,92.65,0,Canceled
INN26857,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
INN13127,3,0,2,0,Meal Plan 1,0,Room_Type 4,68,2018,4,24,Online,0,0,0,133.2,2,Not_Canceled
INN31506,3,0,0,4,Meal Plan 1,0,Room_Type 4,64,2018,11,1,Online,0,0,0,126,1,Not_Canceled
INN08730,3,0,0,5,Meal Plan 1,0,Room_Type 4,84,2018,9,13,Online,0,0,0,168.3,2,Not_Canceled
INN01342,2,0,0,2,Meal Plan 1,0,Room_Type 2,47,2017,11,5,Online,0,0,0,105.5,1,Not_Canceled
INN00250,1,0,1,3,Meal Plan 1,0,Room_Type 1,0,2017,11,9,Online,0,0,0,91,1,Not_Canceled
INN24031,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
INN04314,2,0,0,2,Meal Plan 1,0,Room_Type 1,164,2018,8,5,Online,0,0,0,105.3,2,Canceled
INN17519,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2018,11,8,Online,0,0,0,143.28,0,Canceled
INN00598,2,0,0,3,Meal Plan 1,0,Room_Type 4,27,2018,6,29,Online,0,0,0,125.25,1,Not_Canceled
INN17186,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,70,0,Canceled
INN02687,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Online,0,0,0,90.95,1,Not_Canceled
INN29698,2,0,1,3,Not Selected,0,Room_Type 1,10,2018,11,17,Online,0,0,0,78.63,0,Not_Canceled
INN08630,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2017,8,6,Online,0,0,0,80,2,Not_Canceled
INN09315,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN29368,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,3,21,Online,0,0,0,108,1,Canceled
INN11446,2,0,2,0,Meal Plan 1,0,Room_Type 4,11,2017,10,4,Online,0,0,0,136,1,Not_Canceled
INN24335,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130,0,Not_Canceled
INN19533,3,0,0,4,Meal Plan 1,0,Room_Type 4,8,2018,2,9,Online,0,0,0,130,1,Not_Canceled
INN17895,2,0,2,2,Meal Plan 1,0,Room_Type 1,37,2017,12,26,Online,0,0,0,87.3,0,Not_Canceled
INN36225,2,0,2,2,Meal Plan 1,0,Room_Type 1,60,2018,3,20,Offline,0,0,0,75,0,Canceled
INN05140,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,9,19,Offline,0,0,0,144,0,Not_Canceled
INN06653,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN11797,1,0,1,5,Meal Plan 1,0,Room_Type 1,70,2018,7,11,Offline,0,0,0,80,0,Canceled
INN12835,1,0,1,0,Not Selected,0,Room_Type 1,6,2018,9,12,Online,0,0,0,129,2,Not_Canceled
INN16051,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled
INN08397,2,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,85,0,Not_Canceled
INN12913,2,0,0,3,Meal Plan 1,0,Room_Type 1,89,2018,7,5,Online,0,0,0,114.3,0,Canceled
INN31169,2,0,0,1,Meal Plan 1,0,Room_Type 1,164,2018,7,29,Online,0,0,0,105.3,0,Canceled
INN26142,2,0,0,2,Meal Plan 1,0,Room_Type 1,35,2018,12,20,Online,0,0,0,93.6,0,Canceled
INN02775,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,17,Offline,0,0,0,82.4,0,Not_Canceled
INN13340,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,29,Online,0,0,0,90,0,Not_Canceled
INN26245,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,5,Corporate,1,0,3,95,0,Not_Canceled
INN36088,2,0,1,5,Meal Plan 1,0,Room_Type 4,153,2018,7,5,Online,0,0,0,119.28,0,Canceled
INN02122,2,0,2,1,Meal Plan 1,0,Room_Type 1,153,2018,12,10,Online,0,0,0,90,1,Not_Canceled
INN25139,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70,0,Not_Canceled
INN10095,2,0,0,2,Not Selected,0,Room_Type 1,51,2018,10,5,Online,0,0,0,108,1,Canceled
INN09520,2,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,1,2,Offline,0,0,0,82,0,Not_Canceled
INN30635,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN08064,1,0,2,2,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,76,0,Not_Canceled
INN01324,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108,0,Not_Canceled
INN07485,2,0,0,4,Meal Plan 1,0,Room_Type 1,210,2018,10,19,Online,0,0,0,96.3,2,Canceled
INN02027,2,0,0,1,Not Selected,0,Room_Type 1,213,2018,12,17,Online,0,0,0,67.5,0,Not_Canceled
INN21125,0,2,0,1,Meal Plan 1,0,Room_Type 2,0,2018,1,7,Online,0,0,0,6,0,Not_Canceled
INN21932,2,0,1,2,Meal Plan 1,0,Room_Type 1,280,2018,9,19,Offline,0,0,0,110,0,Canceled
INN13464,2,1,0,4,Meal Plan 1,1,Room_Type 1,45,2018,8,3,Online,0,0,0,161.1,1,Not_Canceled
INN27080,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,Not_Canceled
INN14256,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52,0,Not_Canceled
INN23495,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64,0,Not_Canceled
INN25616,2,0,2,2,Meal Plan 1,0,Room_Type 1,8,2017,8,16,Online,0,0,0,90,0,Not_Canceled
INN05633,2,0,1,2,Meal Plan 1,1,Room_Type 1,95,2018,8,5,Online,0,0,0,126.9,1,Not_Canceled
INN25548,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,1,30,Offline,0,0,0,46,0,Not_Canceled
INN24606,1,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,11,7,Online,0,0,0,197,2,Not_Canceled
INN05876,3,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,26,Online,1,0,1,135,1,Not_Canceled
INN34707,3,0,1,0,Meal Plan 1,0,Room_Type 4,28,2018,9,12,Online,0,0,0,146,3,Not_Canceled
INN17023,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN10376,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,1,Not_Canceled
INN31589,2,0,0,2,Meal Plan 1,0,Room_Type 1,169,2018,9,9,Offline,0,0,0,80.75,0,Not_Canceled
INN04804,2,0,1,3,Meal Plan 1,0,Room_Type 1,47,2018,3,21,Online,0,0,0,93.5,1,Not_Canceled
INN29824,2,1,1,2,Meal Plan 1,0,Room_Type 6,68,2018,5,13,Online,0,0,0,198.9,0,Canceled
INN10052,2,0,2,4,Not Selected,0,Room_Type 1,15,2018,11,17,Online,0,0,0,92.5,0,Canceled
INN31175,2,2,1,4,Meal Plan 1,0,Room_Type 6,128,2018,8,24,Online,0,0,0,137.91,0,Canceled
INN20984,1,0,0,2,Meal Plan 1,1,Room_Type 1,55,2018,3,31,Corporate,1,0,3,67,0,Not_Canceled
INN33460,2,0,1,2,Not Selected,0,Room_Type 1,10,2017,9,7,Online,0,0,0,102.33,2,Not_Canceled
INN01616,2,0,2,3,Meal Plan 2,0,Room_Type 1,53,2018,5,21,Offline,0,0,0,131.52,0,Not_Canceled
INN35902,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,11,23,Online,0,0,0,103,1,Not_Canceled
INN05362,2,0,0,3,Meal Plan 1,0,Room_Type 1,204,2018,5,5,Online,0,0,0,100,0,Canceled
INN02482,2,0,2,5,Meal Plan 2,0,Room_Type 1,126,2018,7,18,Online,0,0,0,134.18,1,Not_Canceled
INN05785,1,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,6,29,Corporate,1,0,1,65,0,Not_Canceled
INN10781,1,0,0,3,Meal Plan 1,0,Room_Type 1,134,2018,6,30,Online,0,0,0,90.9,0,Canceled
INN30827,3,0,2,2,Meal Plan 1,0,Room_Type 4,56,2018,8,26,Online,0,0,0,162,2,Not_Canceled
INN22429,2,2,0,2,Meal Plan 1,0,Room_Type 6,7,2017,8,19,Online,0,0,0,97,1,Not_Canceled
INN14733,1,1,2,3,Meal Plan 1,0,Room_Type 1,176,2018,8,18,Online,0,0,0,77.89,1,Not_Canceled
INN14339,1,0,0,2,Meal Plan 1,0,Room_Type 4,8,2018,10,28,Aviation,0,0,0,110,0,Not_Canceled
INN34879,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,12,5,Corporate,0,0,0,79,0,Not_Canceled
INN18192,2,0,0,3,Meal Plan 1,0,Room_Type 1,43,2018,11,9,Online,0,0,0,176.67,2,Not_Canceled
INN35079,2,0,2,8,Not Selected,0,Room_Type 1,7,2018,12,13,Online,0,0,0,74.8,1,Not_Canceled
INN24348,1,0,2,2,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Online,0,0,0,0,0,Not_Canceled
INN13079,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled
INN00940,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,2018,9,23,Online,0,0,0,128.8,1,Not_Canceled
INN33174,2,0,1,2,Meal Plan 1,0,Room_Type 4,73,2018,10,24,Online,0,0,0,113.7,1,Canceled
INN01089,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121,0,Not_Canceled
INN07848,1,0,0,2,Meal Plan 1,1,Room_Type 1,37,2017,9,16,Online,0,0,0,94.5,0,Not_Canceled
INN35533,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,25,Corporate,1,0,3,66,1,Not_Canceled
INN01780,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,7,Online,0,0,0,144,0,Not_Canceled
INN15932,2,0,2,1,Meal Plan 1,0,Room_Type 1,57,2018,10,30,Online,0,0,0,103.8,1,Not_Canceled
INN28038,2,0,0,2,Meal Plan 1,0,Room_Type 4,61,2018,9,6,Online,0,0,0,120.6,1,Canceled
INN19274,2,0,1,2,Meal Plan 1,0,Room_Type 4,160,2018,6,17,Online,0,0,0,129,1,Canceled
INN22987,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
INN24083,2,0,1,4,Meal Plan 1,0,Room_Type 1,36,2018,12,21,Online,0,0,0,88.4,2,Not_Canceled
INN09649,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90,0,Not_Canceled
INN11873,2,1,2,3,Meal Plan 1,0,Room_Type 1,150,2018,8,28,Online,0,0,0,118.62,1,Not_Canceled
INN33239,2,0,1,0,Meal Plan 1,0,Room_Type 1,139,2018,7,4,Online,0,0,0,96.3,1,Not_Canceled
INN15153,2,0,2,3,Meal Plan 1,0,Room_Type 1,58,2017,9,10,Online,0,0,0,121.56,0,Not_Canceled
INN02236,2,0,2,1,Meal Plan 1,0,Room_Type 4,15,2017,10,31,Online,0,0,0,117,1,Not_Canceled
INN24750,2,2,0,0,Meal Plan 1,0,Room_Type 6,21,2018,2,15,Online,0,0,0,0,1,Not_Canceled
INN13035,2,1,2,5,Meal Plan 1,0,Room_Type 1,97,2018,10,17,Online,0,0,0,135,0,Canceled
INN08543,3,0,2,0,Meal Plan 1,0,Room_Type 4,42,2018,7,24,Online,0,0,0,168.3,1,Not_Canceled
INN01368,2,1,2,3,Meal Plan 1,0,Room_Type 1,12,2017,8,27,Online,0,0,0,90,2,Not_Canceled
INN15827,3,0,2,5,Meal Plan 1,0,Room_Type 4,134,2018,8,1,Online,0,0,0,132.48,0,Canceled
INN34160,2,0,0,4,Meal Plan 1,0,Room_Type 1,3,2018,12,28,Online,0,0,0,110.5,1,Not_Canceled
INN11187,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled
INN09845,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2018,11,12,Offline,0,0,0,77,0,Not_Canceled
INN10104,2,0,0,2,Meal Plan 1,0,Room_Type 4,23,2018,10,28,Online,0,0,0,145,2,Not_Canceled
INN09228,2,0,1,3,Meal Plan 1,0,Room_Type 1,222,2018,9,29,Online,0,0,0,111.35,2,Canceled
INN08093,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75,0,Not_Canceled
INN11039,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2018,5,16,Online,0,0,0,97,0,Not_Canceled
INN32076,2,0,0,3,Meal Plan 1,0,Room_Type 1,21,2017,11,5,Offline,0,0,0,37.07,1,Not_Canceled
INN00528,3,0,0,1,Meal Plan 2,0,Room_Type 4,133,2018,7,23,Online,0,0,0,189,0,Canceled
INN16953,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120,0,Canceled
INN01233,1,0,0,2,Meal Plan 1,0,Room_Type 1,10,2018,11,15,Online,0,0,0,103,2,Not_Canceled
INN21157,2,0,2,1,Meal Plan 2,1,Room_Type 1,93,2018,5,8,Online,0,0,0,170.1,0,Not_Canceled
INN24030,2,0,2,1,Meal Plan 1,0,Room_Type 1,172,2018,7,3,Online,0,0,0,96.3,1,Not_Canceled
INN12505,2,1,1,1,Meal Plan 1,0,Room_Type 1,35,2018,9,26,Online,0,0,0,133.2,1,Canceled
INN25037,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled
INN21660,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,22,Online,0,0,0,158,0,Not_Canceled
INN33317,2,0,2,2,Not Selected,0,Room_Type 1,60,2018,12,2,Online,0,0,0,74.8,0,Canceled
INN09560,2,0,2,2,Meal Plan 2,0,Room_Type 1,160,2018,10,29,Online,0,0,0,125.1,2,Canceled
INN31090,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,2018,10,4,Offline,0,0,0,85.5,0,Not_Canceled
INN19671,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN14896,2,0,1,2,Not Selected,0,Room_Type 1,174,2018,7,4,Online,0,0,0,85.5,0,Canceled
INN08148,2,0,1,2,Meal Plan 1,0,Room_Type 1,15,2018,2,12,Offline,0,0,0,40.67,0,Not_Canceled
INN20199,0,2,2,2,Meal Plan 1,0,Room_Type 2,62,2018,9,4,Online,0,0,0,96.23,0,Canceled
INN20088,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,2018,7,16,Online,0,0,0,131.72,2,Not_Canceled
INN31349,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN33017,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,10,19,Corporate,1,5,48,65,0,Not_Canceled
INN21648,2,0,0,3,Meal Plan 1,0,Room_Type 1,108,2018,4,13,Online,0,0,0,90.3,0,Not_Canceled
INN28552,2,0,2,3,Meal Plan 1,0,Room_Type 4,61,2018,7,17,Online,0,0,0,120.6,1,Not_Canceled
INN10535,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2018,4,22,Offline,0,0,0,90.95,1,Not_Canceled
INN21885,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,12,18,Online,0,0,0,89.5,1,Not_Canceled
INN01868,1,0,1,0,Not Selected,0,Room_Type 1,4,2018,5,23,Offline,0,0,0,144,0,Not_Canceled
INN07207,2,0,2,1,Meal Plan 1,0,Room_Type 1,29,2018,3,5,Offline,0,0,0,87,1,Not_Canceled
INN24862,2,0,2,5,Meal Plan 1,0,Room_Type 1,76,2018,3,29,Online,0,0,0,82.45,1,Not_Canceled
INN15364,1,0,1,2,Meal Plan 1,0,Room_Type 1,61,2018,2,29,Online,0,0,0,78.9,1,Canceled
INN04832,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,8,12,Corporate,0,0,0,65,0,Not_Canceled
INN23699,1,0,1,2,Meal Plan 1,0,Room_Type 1,82,2018,4,11,Offline,0,0,0,76.5,0,Not_Canceled
INN33820,2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,8,28,Online,0,0,0,139,1,Not_Canceled
INN19700,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled
INN32228,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,2018,7,1,Offline,0,0,0,72.25,0,Not_Canceled
INN07713,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2018,8,15,Online,0,0,0,135.9,1,Not_Canceled
INN24286,2,0,0,1,Meal Plan 1,0,Room_Type 1,173,2018,8,4,Online,0,0,0,105.3,0,Canceled
INN19431,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
INN26124,1,0,2,0,Meal Plan 1,0,Room_Type 1,12,2018,5,29,Online,0,0,0,81.62,1,Not_Canceled
INN19088,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,12,3,Complementary,0,0,0,0,0,Not_Canceled
INN02158,3,0,2,1,Meal Plan 1,0,Room_Type 4,172,2018,8,21,Online,0,0,0,107.1,1,Canceled
INN25710,2,0,1,3,Meal Plan 1,0,Room_Type 1,12,2017,10,12,Corporate,0,0,0,100,0,Not_Canceled
INN09082,2,0,2,5,Meal Plan 1,0,Room_Type 1,12,2018,1,16,Online,0,0,0,89,1,Not_Canceled
INN00308,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2017,12,29,Offline,0,0,0,60.5,0,Not_Canceled
INN36090,2,0,1,1,Meal Plan 1,0,Room_Type 1,121,2018,7,23,Online,0,0,0,105.3,0,Not_Canceled
INN28857,2,0,0,1,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,65,0,Not_Canceled
INN12760,2,0,5,15,Not Selected,0,Room_Type 1,22,2018,1,25,Online,0,0,0,71.2,0,Not_Canceled
INN07514,2,2,2,0,Meal Plan 1,0,Room_Type 6,84,2018,8,14,Online,0,0,0,189.9,1,Not_Canceled
INN07274,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Online,0,0,0,120,0,Canceled
